11.894758, 17.136113, 13.878047
5.428819, 27.271989, 5.042910
40.001455, 3.378635, 24.946023
2.240629, 20.522420, 11.951704
47.997816, 11.875570, 17.480067
40.082213, 24.448678, 27.913115
48.029795, 40.303329, 27.403346
38.287434, 18.892398, 21.063697
30.411604, 25.898907, 19.274983
49.452080, 4.729894, 19.033189
28.127805, 45.454760, 14.036418
24.794403, 10.381530, 8.995619
12.652064, 19.103226, 6.364201
9.798060, 33.014013, 0.784511
24.636726, 37.918665, 37.654398
35.544214, 8.653471, 25.247759
49.380934, 25.868988, 36.105512
16.730983, 49.766906, 38.055040
11.008261, 35.380470, 13.447444
17.264019, 4.028365, 9.681099
4.580313, 2.165405, 3.207439
31.580053, 24.557778, 21.268716
18.909411, 22.329822, 35.107349
44.368147, 24.339928, 48.866032
21.326372, 8.294556, 27.579137
44.538700, 18.032825, 2.190339
11.211478, 44.036097, 29.107439
39.846478, 37.217609, 13.918787
42.914062, 20.838553, 27.109712
21.354813, 45.367740, 22.166045
29.442984, 4.715344, 5.860272
4.584974, 9.066313, 18.997061
12.529145, 47.329362, 38.241644
29.688570, 5.042453, 45.918415
26.028968, 19.401903, 34.634953
45.702702, 14.461243, 48.531212
33.164637, 3.654343, 6.308248
24.982627, 9.730400, 32.320694
31.740132, 20.874262, 19.342498
4.318024, 14.646328, 28.117230
2.040360, 35.106926, 9.917529
37.578189, 11.985659, 19.696316
16.187836, 47.974131, 17.012113
3.324532, 15.273110, 17.823888
46.162845, 7.745773, 18.651994
2.718027, 27.775421, 5.768212
3.397129, 39.527184, 25.060488
28.676720, 22.193615, 40.845641
21.959929, 49.790936, 17.175350
1.368437, 21.829335, 24.926810
2.484965, 15.222059, 5.901199
11.927643, 12.325517, 28.775834
6.365065, 48.041263, 25.773212
31.516441, 11.144048, 17.763834
23.820709, 19.780459, 43.167447
5.499860, 11.226228, 17.200749
21.771585, 13.501233, 22.844069
45.093925, 20.922074, 11.904446
28.291701, 49.886799, 38.558154
36.532181, 45.551520, 13.670226
49.048003, 27.521344, 26.250106
29.410443, 29.816791, 26.555673
25.158072, 3.957262, 43.669209
26.579685, 28.831802, 46.880652
30.314361, 44.908616, 2.435874
38.215854, 23.165528, 48.942246
30.031199, 19.919821, 31.616293
36.129291, 5.223056, 3.631691
21.760747, 32.611819, 10.591201
32.326232, 49.585000, 17.994361
8.834772, 33.903641, 21.334064
43.823805, 21.423880, 37.907269
12.584506, 32.740066, 45.787538
17.824208, 29.437276, 31.487007
15.167289, 37.252746, 47.795456
48.387982, 32.043514, 37.755922
9.614578, 25.183809, 26.305559
4.893221, 46.902074, 42.505550
34.689496, 30.267179, 40.801546
4.801224, 31.946187, 6.606524
9.969319, 35.132871, 38.036208
30.352748, 43.047454, 30.861623
35.485548, 18.983121, 19.882361
44.526376, 35.606144, 42.063599
30.132076, 26.176022, 1.915985
43.122670, 18.174472, 4.810296
33.797860, 21.733794, 47.405112
39.249925, 34.379881, 19.800781
26.832409, 11.342557, 26.613105
0.222372, 48.950180, 45.182124
9.930557, 48.783547, 17.001762
21.936234, 14.475690, 33.194782
27.914563, 16.921666, 36.368053
19.256475, 49.822233, 11.150680
32.342931, 39.448526, 27.772702
29.283706, 39.746077, 22.761634
38.316551, 31.618444, 30.513227
8.731736, 40.572539, 27.199502
25.155734, 22.404663, 25.917817
19.133747, 41.530678, 14.302387
48.859913, 6.333166, 43.950808
46.804181, 25.663406, 46.827152
44.636848, 35.796563, 40.310464
22.176483, 12.407318, 48.454246
37.576330, 26.595016, 26.211746
45.470158, 19.110484, 5.643447
18.665891, 40.088062, 32.511722
5.814531, 33.543039, 9.544298
26.256051, 49.142959, 42.846792
17.056257, 46.841066, 47.142654
42.470141, 28.813618, 5.172345
9.311577, 4.009309, 14.821947
10.437249, 20.691242, 39.951702
26.521546, 9.042251, 22.085738
4.214261, 49.781559, 24.626028
12.038479, 26.019310, 1.475809
31.727632, 44.264135, 28.632169
5.553794, 32.412576, 28.623108
30.367234, 23.312680, 37.084568
44.487880, 4.764044, 3.830278
24.534284, 48.391040, 39.358323
15.675386, 31.005570, 9.674750
38.107019, 7.800158, 26.546385
47.726318, 19.918353, 46.206489
32.294189, 44.125247, 49.302823
24.265978, 26.950696, 48.764670
21.909094, 27.183803, 15.238443
9.319103, 22.122626, 37.681920
22.156715, 9.187264, 10.317756
24.405990, 12.461540, 43.069036
43.056573, 14.255578, 32.892208
35.822794, 26.475475, 5.110288
31.016634, 27.991869, 29.023240
4.488682, 20.757284, 48.174414
5.588074, 45.284016, 42.243632
28.779464, 15.257159, 37.655345
23.082873, 32.488484, 35.152491
27.272467, 14.439097, 12.331182
1.900613, 12.762573, 1.997075
28.964309, 17.909155, 23.105659
31.448894, 40.295876, 5.868691
24.096369, 26.946328, 8.080999
8.026349, 29.503181, 20.987792
37.718944, 11.557087, 33.305768
39.674798, 5.097313, 48.657720
14.568463, 32.232224, 13.982522
25.380415, 49.006936, 26.569648
11.899622, 5.086121, 46.534633
9.634231, 9.393306, 8.333120
40.434854, 0.469268, 39.462487
